pedido_id,cliente_id,sku_id,fecha,semana,anio,cajas_pedidas,monto_total
PED000046,CLI001,SKU009,2025-11-08,45,2025,3,36.0
PED000047,CLI001,SKU006,2025-11-08,45,2025,1,21.0
PED000048,CLI001,SKU002,2025-11-08,45,2025,1,22.0
PED000049,CLI001,SKU001,2025-11-22,47,2025,3,55.5
PED000050,CLI001,SKU004,2025-11-22,47,2025,5,100.0
PED000051,CLI001,SKU005,2025-11-22,47,2025,4,70.0
PED000052,CLI001,SKU009,2025-11-22,47,2025,5,60.0
PED000053,CLI001,SKU003,2025-11-22,47,2025,1,24.5
PED000054,CLI001,SKU007,2025-11-22,47,2025,1,17.0
PED000055,CLI001,SKU001,2025-12-06,49,2025,5,92.5
PED000056,CLI001,SKU004,2025-12-06,49,2025,3,60.0
PED000057,CLI001,SKU005,2025-12-06,49,2025,3,52.5
PED000058,CLI001,SKU009,2025-12-06,49,2025,2,24.0
PED000059,CLI001,SKU008,2025-12-06,49,2025,1,17.0
PED000060,CLI001,SKU010,2025-12-06,49,2025,1,28.0
PED000061,CLI001,SKU001,2025-12-13,50,2025,3,55.5
PED000062,CLI001,SKU004,2025-12-13,50,2025,4,80.0
PED000063,CLI001,SKU005,2025-12-13,50,2025,3,52.5
PED000064,CLI001,SKU009,2025-12-13,50,2025,3,36.0
PED000065,CLI001,SKU008,2025-12-13,50,2025,1,17.0
PED000066,CLI001,SKU006,2025-12-13,50,2025,1,21.0
PED000067,CLI001,SKU001,2025-12-27,52,2025,4,74.0
PED000068,CLI001,SKU004,2025-12-27,52,2025,3,60.0
PED000069,CLI001,SKU005,2025-12-27,52,2025,5,87.5
PED000070,CLI001,SKU009,2025-12-27,52,2025,4,48.0
PED000071,CLI001,SKU003,2025-12-27,52,2025,1,24.5
PED000072,CLI001,SKU006,2025-12-27,52,2025,1,21.0
PED000073,CLI001,SKU001,2026-01-03,1,2026,4,74.0
PED000074,CLI001,SKU004,2026-01-03,1,2026,4,80.0
PED000075,CLI001,SKU005,2026-01-03,1,2026,4,70.0
PED000076,CLI001,SKU009,2026-01-03,1,2026,4,48.0
PED000077,CLI001,SKU002,2026-01-03,1,2026,1,22.0
PED000078,CLI001,SKU008,2026-01-03,1,2026,1,17.0
PED000079,CLI001,SKU001,2026-01-10,2,2026,3,55.5
PED000080,CLI001,SKU004,2026-01-10,2,2026,5,100.0
PED000081,CLI001,SKU005,2026-01-10,2,2026,4,70.0
PED000082,CLI001,SKU009,2026-01-10,2,2026,3,36.0
PED000083,CLI001,SKU006,2026-01-10,2,2026,1,21.0
PED000084,CLI001,SKU008,2026-01-10,2,2026,1,17.0
PED000085,CLI001,SKU001,2026-01-17,3,2026,3,55.5
PED000086,CLI001,SKU004,2026-01-17,3,2026,4,80.0
PED000087,CLI001,SKU005,2026-01-17,3,2026,4,70.0
PED000088,CLI001,SKU009,2026-01-17,3,2026,5,60.0
PED000089,CLI001,SKU006,2026-01-17,3,2026,1,21.0
PED000090,CLI001,SKU003,2026-01-17,3,2026,1,24.5
PED000091,CLI001,SKU001,2026-01-24,4,2026,4,74.0
PED000092,CLI001,SKU004,2026-01-24,4,2026,4,80.0
PED000093,CLI001,SKU005,2026-01-24,4,2026,4,70.0
PED000094,CLI001,SKU009,2026-01-24,4,2026,4,48.0
PED000095,CLI001,SKU006,2026-01-24,4,2026,1,21.0
PED000096,CLI001,SKU008,2026-01-24,4,2026,1,17.0
PED000097,CLI001,SKU001,2026-01-31,5,2026,3,55.5
PED000098,CLI001,SKU004,2026-01-31,5,2026,2,40.0
PED000099,CLI001,SKU005,2026-01-31,5,2026,3,52.5
PED000100,CLI001,SKU009,2026-01-31,5,2026,2,24.0
PED000101,CLI001,SKU002,2026-01-31,5,2026,1,22.0
PED000102,CLI001,SKU010,2026-01-31,5,2026,1,28.0
PED000103,CLI001,SKU001,2026-02-07,6,2026,4,74.0
PED000104,CLI001,SKU004,2026-02-07,6,2026,5,100.0
PED000105,CLI001,SKU005,2026-02-07,6,2026,3,52.5
PED000106,CLI001,SKU009,2026-02-07,6,2026,3,36.0
PED000107,CLI001,SKU006,2026-02-07,6,2026,1,21.0
PED000108,CLI001,SKU002,2026-02-07,6,2026,1,22.0
PED000109,CLI001,SKU001,2026-02-14,7,2026,3,55.5
PED000110,CLI001,SKU004,2026-02-14,7,2026,3,60.0
PED000111,CLI001,SKU005,2026-02-14,7,2026,3,52.5
PED000112,CLI001,SKU009,2026-02-14,7,2026,5,60.0
PED000113,CLI001,SKU003,2026-02-14,7,2026,1,24.5
PED000114,CLI001,SKU006,2026-02-14,7,2026,1,21.0
PED000115,CLI001,SKU001,2026-02-21,8,2026,5,92.5
PED000116,CLI001,SKU004,2026-02-21,8,2026,4,80.0
PED000117,CLI001,SKU005,2026-02-21,8,2026,3,52.5
PED000118,CLI001,SKU009,2026-02-21,8,2026,5,60.0
PED000119,CLI001,SKU007,2026-02-21,8,2026,1,17.0
PED000120,CLI001,SKU008,2026-02-21,8,2026,1,17.0
PED000121,CLI001,SKU001,2026-02-28,9,2026,5,92.5
PED000122,CLI001,SKU004,2026-02-28,9,2026,3,60.0
PED000123,CLI001,SKU005,2026-02-28,9,2026,3,52.5
PED000124,CLI001,SKU009,2026-02-28,9,2026,3,36.0
PED000125,CLI001,SKU008,2026-02-28,9,2026,1,17.0
PED000126,CLI001,SKU002,2026-02-28,9,2026,1,22.0
PED000127,CLI001,SKU001,2026-03-07,10,2026,5,92.5
PED000128,CLI001,SKU004,2026-03-07,10,2026,2,40.0
PED000129,CLI001,SKU005,2026-03-07,10,2026,4,70.0
PED000130,CLI001,SKU009,2026-03-07,10,2026,3,36.0
PED000131,CLI001,SKU010,2026-03-07,10,2026,1,28.0
PED000132,CLI001,SKU003,2026-03-07,10,2026,1,24.5
PED000133,CLI001,SKU001,2026-03-14,11,2026,3,55.5
PED000134,CLI001,SKU004,2026-03-14,11,2026,5,100.0
PED000135,CLI001,SKU005,2026-03-14,11,2026,3,52.5
PED000136,CLI001,SKU009,2026-03-14,11,2026,4,48.0
PED000137,CLI001,SKU006,2026-03-14,11,2026,1,21.0
PED000138,CLI001,SKU008,2026-03-14,11,2026,1,17.0
PED000139,CLI002,SKU001,2025-09-20,38,2025,5,92.5
PED000140,CLI002,SKU004,2025-09-20,38,2025,3,60.0
PED000141,CLI002,SKU005,2025-09-20,38,2025,3,52.5
PED000142,CLI002,SKU009,2025-09-20,38,2025,3,36.0
PED000143,CLI002,SKU007,2025-09-20,38,2025,1,17.0
PED000144,CLI002,SKU003,2025-09-20,38,2025,1,24.5
PED000145,CLI002,SKU001,2025-09-27,39,2025,4,74.0
PED000146,CLI002,SKU004,2025-09-27,39,2025,4,80.0
PED000147,CLI002,SKU005,2025-09-27,39,2025,2,35.0
PED000148,CLI002,SKU009,2025-09-27,39,2025,3,36.0
PED000149,CLI002,SKU006,2025-09-27,39,2025,1,21.0
PED000150,CLI002,SKU002,2025-09-27,39,2025,1,22.0
PED000151,CLI002,SKU001,2025-10-11,41,2025,3,55.5
PED000152,CLI002,SKU004,2025-10-11,41,2025,4,80.0
PED000153,CLI002,SKU005,2025-10-11,41,2025,5,87.5
PED000154,CLI002,SKU009,2025-10-11,41,2025,3,36.0
PED000155,CLI002,SKU003,2025-10-11,41,2025,1,24.5
PED000156,CLI002,SKU002,2025-10-11,41,2025,1,22.0
PED000157,CLI002,SKU001,2025-10-18,42,2025,3,55.5
PED000158,CLI002,SKU004,2025-10-18,42,2025,4,80.0
PED000159,CLI002,SKU005,2025-10-18,42,2025,3,52.5
PED000160,CLI002,SKU009,2025-10-18,42,2025,4,48.0
PED000161,CLI002,SKU008,2025-10-18,42,2025,1,17.0
PED000162,CLI002,SKU007,2025-10-18,42,2025,1,17.0
PED000163,CLI002,SKU001,2025-11-01,44,2025,3,55.5
PED000164,CLI002,SKU004,2025-11-01,44,2025,5,100.0
PED000165,CLI002,SKU005,2025-11-01,44,2025,3,52.5
PED000166,CLI002,SKU009,2025-11-01,44,2025,3,36.0
PED000167,CLI002,SKU003,2025-11-01,44,2025,1,24.5
PED000168,CLI002,SKU010,2025-11-01,44,2025,1,28.0
PED000169,CLI002,SKU001,2025-11-29,48,2025,4,74.0
PED000170,CLI002,SKU004,2025-11-29,48,2025,3,60.0
PED000171,CLI002,SKU005,2025-11-29,48,2025,4,70.0
PED000172,CLI002,SKU009,2025-11-29,48,2025,3,36.0
PED000173,CLI002,SKU010,2025-11-29,48,2025,1,28.0
PED000174,CLI002,SKU006,2025-11-29,48,2025,1,21.0
PED000175,CLI002,SKU001,2025-12-13,50,2025,5,92.5
PED000176,CLI002,SKU004,2025-12-13,50,2025,4,80.0
PED000177,CLI002,SKU005,2025-12-13,50,2025,5,87.5
PED000178,CLI002,SKU009,2025-12-13,50,2025,3,36.0
PED000179,CLI002,SKU010,2025-12-13,50,2025,1,28.0
PED000180,CLI002,SKU003,2025-12-13,50,2025,1,24.5
PED000181,CLI002,SKU001,2025-12-20,51,2025,5,92.5
PED000182,CLI002,SKU004,2025-12-20,51,2025,5,100.0
PED000183,CLI002,SKU005,2025-12-20,51,2025,3,52.5
PED000184,CLI002,SKU009,2025-12-20,51,2025,5,60.0
PED000185,CLI002,SKU010,2025-12-20,51,2025,1,28.0
PED000186,CLI002,SKU002,2025-12-20,51,2025,1,22.0
PED000187,CLI002,SKU001,2025-12-27,52,2025,4,74.0
PED000188,CLI002,SKU004,2025-12-27,52,2025,3,60.0
PED000189,CLI002,SKU005,2025-12-27,52,2025,3,52.5
PED000190,CLI002,SKU009,2025-12-27,52,2025,5,60.0
PED000191,CLI002,SKU002,2025-12-27,52,2025,1,22.0
PED000192,CLI002,SKU007,2025-12-27,52,2025,1,17.0
PED000193,CLI002,SKU001,2026-01-03,1,2026,4,74.0
PED000194,CLI002,SKU004,2026-01-03,1,2026,4,80.0
PED000195,CLI002,SKU005,2026-01-03,1,2026,5,87.5
PED000196,CLI002,SKU009,2026-01-03,1,2026,5,60.0
PED000197,CLI002,SKU007,2026-01-03,1,2026,1,17.0
PED000198,CLI002,SKU006,2026-01-03,1,2026,1,21.0
PED000199,CLI002,SKU001,2026-01-10,2,2026,5,92.5
PED000200,CLI002,SKU004,2026-01-10,2,2026,3,60.0
PED000201,CLI002,SKU005,2026-01-10,2,2026,3,52.5
PED000202,CLI002,SKU009,2026-01-10,2,2026,5,60.0
PED000203,CLI002,SKU003,2026-01-10,2,2026,1,24.5
PED000204,CLI002,SKU010,2026-01-10,2,2026,1,28.0
PED000205,CLI002,SKU001,2026-01-17,3,2026,3,55.5
PED000206,CLI002,SKU004,2026-01-17,3,2026,5,100.0
PED000207,CLI002,SKU005,2026-01-17,3,2026,3,52.5
PED000208,CLI002,SKU009,2026-01-17,3,2026,3,36.0
PED000209,CLI002,SKU003,2026-01-17,3,2026,1,24.5
PED000210,CLI002,SKU007,2026-01-17,3,2026,1,17.0
PED000211,CLI002,SKU001,2026-01-24,4,2026,5,92.5
PED000212,CLI002,SKU004,2026-01-24,4,2026,4,80.0
PED000213,CLI002,SKU005,2026-01-24,4,2026,5,87.5
PED000214,CLI002,SKU009,2026-01-24,4,2026,4,48.0
PED000215,CLI002,SKU002,2026-01-24,4,2026,1,22.0
PED000216,CLI002,SKU006,2026-01-24,4,2026,1,21.0
PED000217,CLI002,SKU001,2026-01-31,5,2026,5,92.5
PED000218,CLI002,SKU004,2026-01-31,5,2026,5,100.0
PED000219,CLI002,SKU005,2026-01-31,5,2026,5,87.5
PED000220,CLI002,SKU009,2026-01-31,5,2026,5,60.0
PED000221,CLI002,SKU008,2026-01-31,5,2026,1,17.0
PED000222,CLI002,SKU007,2026-01-31,5,2026,1,17.0
PED000223,CLI002,SKU001,2026-02-07,6,2026,4,74.0
PED000224,CLI002,SKU004,2026-02-07,6,2026,4,80.0
PED000225,CLI002,SKU005,2026-02-07,6,2026,6,105.0
PED000226,CLI002,SKU009,2026-02-07,6,2026,4,48.0
PED000227,CLI002,SKU008,2026-02-07,6,2026,1,17.0
PED000228,CLI002,SKU006,2026-02-07,6,2026,1,21.0
PED000229,CLI002,SKU001,2026-02-21,8,2026,5,92.5
PED000230,CLI002,SKU004,2026-02-21,8,2026,4,80.0
PED000231,CLI002,SKU005,2026-02-21,8,2026,5,87.5
PED000232,CLI002,SKU009,2026-02-21,8,2026,4,48.0
PED000233,CLI002,SKU006,2026-02-21,8,2026,1,21.0
PED000234,CLI002,SKU003,2026-02-21,8,2026,1,24.5
PED000235,CLI002,SKU001,2026-02-28,9,2026,4,74.0
PED000236,CLI002,SKU004,2026-02-28,9,2026,3,60.0
PED000237,CLI002,SKU005,2026-02-28,9,2026,5,87.5
PED000238,CLI002,SKU009,2026-02-28,9,2026,4,48.0
PED000239,CLI002,SKU006,2026-02-28,9,2026,1,21.0
PED000240,CLI002,SKU002,2026-02-28,9,2026,1,22.0
PED000241,CLI002,SKU001,2026-03-07,10,2026,6,111.0
PED000242,CLI002,SKU004,2026-03-07,10,2026,4,80.0
PED000243,CLI002,SKU005,2026-03-07,10,2026,3,52.5
PED000244,CLI002,SKU009,2026-03-07,10,2026,6,72.0
PED000245,CLI002,SKU007,2026-03-07,10,2026,1,17.0
PED000246,CLI002,SKU006,2026-03-07,10,2026,1,21.0
PED000247,CLI002,SKU001,2026-03-14,11,2026,6,111.0
PED000248,CLI002,SKU004,2026-03-14,11,2026,6,120.0
PED000249,CLI002,SKU005,2026-03-14,11,2026,4,70.0
PED000250,CLI002,SKU009,2026-03-14,11,2026,4,48.0
PED000251,CLI002,SKU006,2026-03-14,11,2026,1,21.0
PED000252,CLI002,SKU007,2026-03-14,11,2026,1,17.0
PED000253,CLI003,SKU001,2025-09-20,38,2025,2,37.0
PED000254,CLI003,SKU005,2025-09-20,38,2025,3,52.5
PED000255,CLI003,SKU009,2025-09-20,38,2025,2,24.0
PED000256,CLI003,SKU007,2025-09-20,38,2025,2,34.0
PED000257,CLI003,SKU008,2025-09-20,38,2025,1,17.0
PED000258,CLI003,SKU002,2025-09-20,38,2025,1,22.0
PED000259,CLI003,SKU001,2025-09-27,39,2025,3,55.5
PED000260,CLI003,SKU005,2025-09-27,39,2025,1,17.5
PED000261,CLI003,SKU009,2025-09-27,39,2025,2,24.0
PED000262,CLI003,SKU007,2025-09-27,39,2025,3,51.0
PED000263,CLI003,SKU008,2025-09-27,39,2025,1,17.0
PED000264,CLI003,SKU003,2025-09-27,39,2025,1,24.5
PED000265,CLI003,SKU001,2025-10-04,40,2025,2,37.0
PED000266,CLI003,SKU005,2025-10-04,40,2025,2,35.0
PED000267,CLI003,SKU009,2025-10-04,40,2025,2,24.0
PED000268,CLI003,SKU007,2025-10-04,40,2025,2,34.0
PED000269,CLI003,SKU010,2025-10-04,40,2025,1,28.0
PED000270,CLI003,SKU006,2025-10-04,40,2025,1,21.0
PED000271,CLI003,SKU001,2025-10-11,41,2025,3,55.5
PED000272,CLI003,SKU005,2025-10-11,41,2025,2,35.0
PED000273,CLI003,SKU009,2025-10-11,41,2025,2,24.0
PED000274,CLI003,SKU007,2025-10-11,41,2025,2,34.0
PED000275,CLI003,SKU008,2025-10-11,41,2025,1,17.0
PED000276,CLI003,SKU003,2025-10-11,41,2025,1,24.5
PED000277,CLI003,SKU001,2025-10-18,42,2025,2,37.0
PED000278,CLI003,SKU005,2025-10-18,42,2025,3,52.5
PED000279,CLI003,SKU009,2025-10-18,42,2025,2,24.0
PED000280,CLI003,SKU007,2025-10-18,42,2025,2,34.0
PED000281,CLI003,SKU002,2025-10-18,42,2025,1,22.0
PED000282,CLI003,SKU004,2025-10-18,42,2025,1,20.0
PED000283,CLI003,SKU001,2025-10-25,43,2025,1,18.5
PED000284,CLI003,SKU005,2025-10-25,43,2025,2,35.0
PED000285,CLI003,SKU009,2025-10-25,43,2025,2,24.0
PED000286,CLI003,SKU007,2025-10-25,43,2025,2,34.0
PED000287,CLI003,SKU010,2025-10-25,43,2025,1,28.0
PED000288,CLI003,SKU002,2025-10-25,43,2025,1,22.0
PED000289,CLI003,SKU001,2025-11-01,44,2025,1,18.5
PED000290,CLI003,SKU005,2025-11-01,44,2025,2,35.0
PED000291,CLI003,SKU009,2025-11-01,44,2025,2,24.0
PED000292,CLI003,SKU007,2025-11-01,44,2025,1,17.0
PED000293,CLI003,SKU004,2025-11-01,44,2025,1,20.0
PED000294,CLI003,SKU008,2025-11-01,44,2025,1,17.0
PED000295,CLI003,SKU001,2025-11-08,45,2025,2,37.0
PED000296,CLI003,SKU005,2025-11-08,45,2025,2,35.0
PED000297,CLI003,SKU009,2025-11-08,45,2025,1,12.0
PED000298,CLI003,SKU007,2025-11-08,45,2025,1,17.0
PED000299,CLI003,SKU006,2025-11-08,45,2025,1,21.0
PED000300,CLI003,SKU004,2025-11-08,45,2025,1,20.0
PED000301,CLI003,SKU001,2025-11-15,46,2025,2,37.0
PED000302,CLI003,SKU005,2025-11-15,46,2025,2,35.0
PED000303,CLI003,SKU009,2025-11-15,46,2025,3,36.0
PED000304,CLI003,SKU007,2025-11-15,46,2025,2,34.0
PED000305,CLI003,SKU004,2025-11-15,46,2025,1,20.0
PED000306,CLI003,SKU008,2025-11-15,46,2025,1,17.0
PED000307,CLI003,SKU001,2025-11-22,47,2025,2,37.0
PED000308,CLI003,SKU005,2025-11-22,47,2025,2,35.0
PED000309,CLI003,SKU009,2025-11-22,47,2025,1,12.0
PED000310,CLI003,SKU007,2025-11-22,47,2025,1,17.0
PED000311,CLI003,SKU006,2025-11-22,47,2025,1,21.0
PED000312,CLI003,SKU010,2025-11-22,47,2025,1,28.0
PED000313,CLI003,SKU001,2025-11-29,48,2025,2,37.0
PED000314,CLI003,SKU005,2025-11-29,48,2025,2,35.0
PED000315,CLI003,SKU009,2025-11-29,48,2025,1,12.0
PED000316,CLI003,SKU007,2025-11-29,48,2025,1,17.0
PED000317,CLI003,SKU003,2025-11-29,48,2025,1,24.5
PED000318,CLI003,SKU008,2025-11-29,48,2025,1,17.0
PED000319,CLI003,SKU001,2025-12-06,49,2025,2,37.0
PED000320,CLI003,SKU005,2025-12-06,49,2025,2,35.0
PED000321,CLI003,SKU009,2025-12-06,49,2025,2,24.0
PED000322,CLI003,SKU007,2025-12-06,49,2025,3,51.0
PED000323,CLI003,SKU006,2025-12-06,49,2025,1,21.0
PED000324,CLI003,SKU008,2025-12-06,49,2025,1,17.0
PED000325,CLI003,SKU001,2025-12-20,51,2025,2,37.0
PED000326,CLI003,SKU005,2025-12-20,51,2025,2,35.0
PED000327,CLI003,SKU009,2025-12-20,51,2025,2,24.0
PED000328,CLI003,SKU007,2025-12-20,51,2025,2,34.0
PED000329,CLI003,SKU003,2025-12-20,51,2025,1,24.5
PED000330,CLI003,SKU006,2025-12-20,51,2025,1,21.0
PED000331,CLI003,SKU001,2026-01-03,1,2026,1,18.5
PED000332,CLI003,SKU005,2026-01-03,1,2026,1,17.5
PED000333,CLI003,SKU009,2026-01-03,1,2026,1,12.0
PED000334,CLI003,SKU007,2026-01-03,1,2026,2,34.0
PED000335,CLI003,SKU004,2026-01-03,1,2026,1,20.0
PED000336,CLI003,SKU006,2026-01-03,1,2026,1,21.0
PED000337,CLI003,SKU001,2026-01-10,2,2026,1,18.5
PED000338,CLI003,SKU005,2026-01-10,2,2026,2,35.0
PED000339,CLI003,SKU009,2026-01-10,2,2026,2,24.0
PED000340,CLI003,SKU007,2026-01-10,2,2026,1,17.0
PED000341,CLI003,SKU010,2026-01-10,2,2026,1,28.0
PED000342,CLI003,SKU003,2026-01-10,2,2026,1,24.5
PED000343,CLI003,SKU001,2026-01-17,3,2026,2,37.0
PED000344,CLI003,SKU005,2026-01-17,3,2026,2,35.0
PED000345,CLI003,SKU009,2026-01-17,3,2026,1,12.0
PED000346,CLI003,SKU007,2026-01-17,3,2026,2,34.0
PED000347,CLI003,SKU010,2026-01-17,3,2026,1,28.0
PED000348,CLI003,SKU003,2026-01-17,3,2026,1,24.5
PED000349,CLI003,SKU001,2026-01-24,4,2026,2,37.0
PED000350,CLI003,SKU005,2026-01-24,4,2026,2,35.0
PED000351,CLI003,SKU009,2026-01-24,4,2026,1,12.0
PED000352,CLI003,SKU007,2026-01-24,4,2026,1,17.0
PED000353,CLI003,SKU004,2026-01-24,4,2026,1,20.0
PED000354,CLI003,SKU008,2026-01-24,4,2026,1,17.0
PED000355,CLI003,SKU001,2026-01-31,5,2026,2,37.0
PED000356,CLI003,SKU005,2026-01-31,5,2026,3,52.5
PED000357,CLI003,SKU009,2026-01-31,5,2026,2,24.0
PED000358,CLI003,SKU007,2026-01-31,5,2026,2,34.0
PED000359,CLI003,SKU008,2026-01-31,5,2026,1,17.0
PED000360,CLI003,SKU004,2026-01-31,5,2026,1,20.0
PED000361,CLI003,SKU001,2026-02-07,6,2026,2,37.0
PED000362,CLI003,SKU005,2026-02-07,6,2026,3,52.5
PED000363,CLI003,SKU009,2026-02-07,6,2026,2,24.0
PED000364,CLI003,SKU007,2026-02-07,6,2026,3,51.0
PED000365,CLI003,SKU003,2026-02-07,6,2026,1,24.5
PED000366,CLI003,SKU004,2026-02-07,6,2026,1,20.0
PED000367,CLI003,SKU001,2026-02-14,7,2026,1,18.5
PED000368,CLI003,SKU005,2026-02-14,7,2026,1,17.5
PED000369,CLI003,SKU009,2026-02-14,7,2026,1,12.0
PED000370,CLI003,SKU007,2026-02-14,7,2026,1,17.0
PED000371,CLI003,SKU003,2026-02-14,7,2026,1,24.5
PED000372,CLI003,SKU010,2026-02-14,7,2026,1,28.0
PED000373,CLI003,SKU001,2026-02-21,8,2026,2,37.0
PED000374,CLI003,SKU005,2026-02-21,8,2026,2,35.0
PED000375,CLI003,SKU009,2026-02-21,8,2026,1,12.0
PED000376,CLI003,SKU007,2026-02-21,8,2026,2,34.0
PED000377,CLI003,SKU003,2026-02-21,8,2026,1,24.5
PED000378,CLI003,SKU006,2026-02-21,8,2026,1,21.0
PED000379,CLI003,SKU001,2026-02-28,9,2026,2,37.0
PED000380,CLI003,SKU005,2026-02-28,9,2026,2,35.0
PED000381,CLI003,SKU009,2026-02-28,9,2026,2,24.0
PED000382,CLI003,SKU007,2026-02-28,9,2026,2,34.0
PED000383,CLI003,SKU002,2026-02-28,9,2026,1,22.0
PED000384,CLI003,SKU006,2026-02-28,9,2026,1,21.0
PED000385,CLI003,SKU001,2026-03-07,10,2026,1,18.5
PED000386,CLI003,SKU005,2026-03-07,10,2026,2,35.0
PED000387,CLI003,SKU009,2026-03-07,10,2026,2,24.0
PED000388,CLI003,SKU007,2026-03-07,10,2026,3,51.0
PED000389,CLI003,SKU010,2026-03-07,10,2026,1,28.0
PED000390,CLI003,SKU008,2026-03-07,10,2026,1,17.0
PED000391,CLI003,SKU001,2026-03-14,11,2026,2,37.0
PED000392,CLI003,SKU005,2026-03-14,11,2026,2,35.0
PED000393,CLI003,SKU009,2026-03-14,11,2026,3,36.0
PED000394,CLI003,SKU007,2026-03-14,11,2026,2,34.0
PED000395,CLI003,SKU010,2026-03-14,11,2026,1,28.0
PED000396,CLI003,SKU006,2026-03-14,11,2026,1,21.0
PED000397,CLI004,SKU001,2025-09-20,38,2025,1,18.5
PED000398,CLI004,SKU005,2025-09-20,38,2025,3,52.5
PED000399,CLI004,SKU009,2025-09-20,38,2025,2,24.0
PED000400,CLI004,SKU007,2025-09-20,38,2025,2,34.0
PED000401,CLI004,SKU003,2025-09-20,38,2025,1,24.5
PED000402,CLI004,SKU010,2025-09-20,38,2025,1,28.0
PED000403,CLI004,SKU001,2025-09-27,39,2025,2,37.0
PED000404,CLI004,SKU005,2025-09-27,39,2025,1,17.5
PED000405,CLI004,SKU009,2025-09-27,39,2025,3,36.0
PED000406,CLI004,SKU007,2025-09-27,39,2025,1,17.0
PED000407,CLI004,SKU002,2025-09-27,39,2025,1,22.0
PED000408,CLI004,SKU010,2025-09-27,39,2025,1,28.0
PED000409,CLI004,SKU001,2025-10-11,41,2025,3,55.5
PED000410,CLI004,SKU005,2025-10-11,41,2025,2,35.0
PED000411,CLI004,SKU009,2025-10-11,41,2025,2,24.0
PED000412,CLI004,SKU007,2025-10-11,41,2025,2,34.0
PED000413,CLI004,SKU010,2025-10-11,41,2025,1,28.0
PED000414,CLI004,SKU008,2025-10-11,41,2025,1,17.0
PED000415,CLI004,SKU001,2025-10-18,42,2025,2,37.0
PED000416,CLI004,SKU005,2025-10-18,42,2025,2,35.0
PED000417,CLI004,SKU009,2025-10-18,42,2025,3,36.0
PED000418,CLI004,SKU007,2025-10-18,42,2025,3,51.0
PED000419,CLI004,SKU008,2025-10-18,42,2025,1,17.0
PED000420,CLI004,SKU003,2025-10-18,42,2025,1,24.5
PED000421,CLI004,SKU001,2025-11-01,44,2025,1,18.5
